"date","price","avocados_sold","type","year","region"
2015-09-13,1.41,13561.23,"organic",2015,"Houston"
2015-09-20,0.83,967228.05,"conventional",2015,"Houston"
2015-09-20,1.47,11781.86,"organic",2015,"Houston"
2015-09-27,0.86,968988.09,"conventional",2015,"Houston"
2015-09-27,1.47,12416.96,"organic",2015,"Houston"
2015-10-04,0.82,1019283.99,"conventional",2015,"Houston"
2015-10-04,1.48,10800.6,"organic",2015,"Houston"
2015-10-11,0.79,1036269.51,"conventional",2015,"Houston"
2015-10-11,1.48,10674.23,"organic",2015,"Houston"
2015-10-18,0.9,847813.12,"conventional",2015,"Houston"
2015-10-18,1.48,10652.02,"organic",2015,"Houston"
2015-10-25,0.88,933623.58,"conventional",2015,"Houston"
2015-10-25,1.48,11445.39,"organic",2015,"Houston"
2015-11-01,0.77,1007805.74,"conventional",2015,"Houston"
2015-11-01,1.49,9377.04,"organic",2015,"Houston"
2015-11-08,0.75,983909.85,"conventional",2015,"Houston"
2015-11-08,1.44,10027.49,"organic",2015,"Houston"
2015-11-15,0.72,998801.78,"conventional",2015,"Houston"
2015-11-15,1.5,9857.51,"organic",2015,"Houston"
2015-11-22,0.73,913002.96,"conventional",2015,"Houston"
2015-11-22,1.5,8158.36,"organic",2015,"Houston"
2015-11-29,0.79,783225.98,"conventional",2015,"Houston"
2015-11-29,1.51,7442.68,"organic",2015,"Houston"
2015-12-06,0.74,989676.85,"conventional",2015,"Houston"
2015-12-06,1.49,8216.98,"organic",2015,"Houston"
2015-12-13,0.73,998752.95,"conventional",2015,"Houston"
2015-12-13,1.35,11494.89,"organic",2015,"Houston"
2015-12-20,0.75,922355.67,"conventional",2015,"Houston"
2015-12-20,1.27,9253.24,"organic",2015,"Houston"
2015-12-27,0.78,944506.54,"conventional",2015,"Houston"
2015-12-27,1.31,10598.3,"organic",2015,"Houston"
2016-01-03,0.78,1061566.78,"conventional",2016,"Houston"
2016-01-03,1.36,9643.77,"organic",2016,"Houston"
2016-01-10,0.84,1095287.56,"conventional",2016,"Houston"
2016-01-10,1.33,10100.44,"organic",2016,"Houston"
2016-01-17,0.83,1071138.98,"conventional",2016,"Houston"
2016-01-17,1.31,11306.09,"organic",2016,"Houston"
2016-01-24,0.91,867294.64,"conventional",2016,"Houston"
2016-01-24,1.38,10504.4,"organic",2016,"Houston"
2016-01-31,0.74,1131583.12,"conventional",2016,"Houston"
2016-01-31,1.44,10657.65,"organic",2016,"Houston"
2016-02-07,0.69,1323490.25,"conventional",2016,"Houston"
2016-02-07,1.37,12049.42,"organic",2016,"Houston"
2016-02-14,0.67,1191352.2,"conventional",2016,"Houston"
2016-02-14,1.24,14196.18,"organic",2016,"Houston"
2016-02-21,0.8,966990.9,"conventional",2016,"Houston"
2016-02-21,1.28,13399.83,"organic",2016,"Houston"
2016-02-28,0.76,1048304.1,"conventional",2016,"Houston"
2016-02-28,1.28,12784.14,"organic",2016,"Houston"
2016-03-06,0.76,1091432.18,"conventional",2016,"Houston"
2016-03-06,1.17,14320.97,"organic",2016,"Houston"
2016-03-13,0.76,1136963.49,"conventional",2016,"Houston"
2016-03-13,1.25,13002.96,"organic",2016,"Houston"
2016-03-20,0.76,1162026.04,"conventional",2016,"Houston"
2016-03-20,1.29,11260.96,"organic",2016,"Houston"
2016-03-27,0.75,1345865.16,"conventional",2016,"Houston"
2016-03-27,1.24,12911.19,"organic",2016,"Houston"
2016-04-03,0.72,1256919.1,"conventional",2016,"Houston"
2016-04-03,1.18,12965.74,"organic",2016,"Houston"
2016-04-10,0.7,1271741.46,"conventional",2016,"Houston"
2016-04-10,1.2,13926.61,"organic",2016,"Houston"
2016-04-17,0.69,1310677.68,"conventional",2016,"Houston"
2016-04-17,1.11,16685.6,"organic",2016,"Houston"
2016-04-24,0.67,1393042.56,"conventional",2016,"Houston"
2016-04-24,1.07,15724.92,"organic",2016,"Houston"
2016-05-01,0.68,1308614.45,"conventional",2016,"Houston"
2016-05-01,1.1,16297.47,"organic",2016,"Houston"
2016-05-08,0.65,1406283.85,"conventional",2016,"Houston"
2016-05-08,1.04,20458.56,"organic",2016,"Houston"
2016-05-15,0.69,1343566.69,"conventional",2016,"Houston"
2016-05-15,1,22900.08,"organic",2016,"Houston"
2016-05-22,0.68,1378761.67,"conventional",2016,"Houston"
2016-05-22,0.97,28571.29,"organic",2016,"Houston"
2016-05-29,0.82,1128598.95,"conventional",2016,"Houston"
2016-05-29,0.96,28717.52,"organic",2016,"Houston"
2016-06-05,0.85,1182841.54,"conventional",2016,"Houston"
2016-06-05,1.05,20914.8,"organic",2016,"Houston"
2016-06-12,0.83,1209996.42,"conventional",2016,"Houston"
2016-06-12,1.05,19398.78,"organic",2016,"Houston"
2016-06-19,0.89,1153583.3,"conventional",2016,"Houston"
2016-06-19,1.13,17848.83,"organic",2016,"Houston"
2016-06-26,0.88,1186692.39,"conventional",2016,"Houston"
2016-06-26,1.32,14968.56,"organic",2016,"Houston"
2016-07-03,0.92,1189787.36,"conventional",2016,"Houston"
2016-07-03,1.29,15452.08,"organic",2016,"Houston"
2016-07-10,0.89,1101543.61,"conventional",2016,"Houston"
2016-07-10,1.2,25644.01,"organic",2016,"Houston"
2016-07-17,0.92,1006984.22,"conventional",2016,"Houston"
2016-07-17,1.39,20729.16,"organic",2016,"Houston"
2016-07-24,0.96,985027.91,"conventional",2016,"Houston"
2016-07-24,1.45,22178.66,"organic",2016,"Houston"
2016-07-31,0.98,941066.42,"conventional",2016,"Houston"
2016-07-31,1.45,21414.84,"organic",2016,"Houston"
2016-08-07,0.92,1040953.31,"conventional",2016,"Houston"
2016-08-07,1.36,21560.06,"organic",2016,"Houston"
2016-08-14,0.9,1015264.05,"conventional",2016,"Houston"
2016-08-14,1.1,31622.99,"organic",2016,"Houston"
2016-08-21,0.9,1046506.77,"conventional",2016,"Houston"
2016-08-21,0.98,34420.5,"organic",2016,"Houston"
2016-08-28,0.88,1021607.04,"conventional",2016,"Houston"
2016-08-28,0.91,46968.92,"organic",2016,"Houston"
2016-09-04,0.72,1351649.96,"conventional",2016,"Houston"
2016-09-04,0.91,44369.75,"organic",2016,"Houston"
2016-09-11,0.76,1217346.73,"conventional",2016,"Houston"
2016-09-11,0.87,47076.79,"organic",2016,"Houston"
2016-09-18,0.83,1127109.48,"conventional",2016,"Houston"
2016-09-18,0.9,42158.24,"organic",2016,"Houston"
2016-09-25,0.96,1027782.31,"conventional",2016,"Houston"
2016-09-25,0.87,40784.87,"organic",2016,"Houston"
2016-10-02,0.98,1023030.28,"conventional",2016,"Houston"
2016-10-02,0.81,43340.59,"organic",2016,"Houston"
2016-10-09,0.98,1075303.77,"conventional",2016,"Houston"
2016-10-09,0.84,41224.63,"organic",2016,"Houston"
2016-10-16,0.98,992992.79,"conventional",2016,"Houston"
2016-10-16,0.89,48889.9,"organic",2016,"Houston"
2016-10-23,1,777847.84,"conventional",2016,"Houston"
2016-10-23,1.43,28930.46,"organic",2016,"Houston"
2016-10-30,1.15,709890.11,"conventional",2016,"Houston"
2016-10-30,1.46,28128.59,"organic",2016,"Houston"
2016-11-06,1.12,782911.25,"conventional",2016,"Houston"
2016-11-06,1.43,34163.02,"organic",2016,"Houston"
2016-11-13,1.05,828866.8,"conventional",2016,"Houston"
2016-11-13,1.1,38684.7,"organic",2016,"Houston"
2016-11-20,0.99,827345.76,"conventional",2016,"Houston"
2016-11-20,0.99,36090.09,"organic",2016,"Houston"
2016-11-27,0.82,854629.64,"conventional",2016,"Houston"
2016-11-27,0.98,38114.66,"organic",2016,"Houston"
2016-12-04,0.71,1130895.62,"conventional",2016,"Houston"
2016-12-04,1,23759.48,"organic",2016,"Houston"
2016-12-11,0.73,1015973.91,"conventional",2016,"Houston"
2016-12-11,1.02,22650.75,"organic",2016,"Houston"
2016-12-18,0.63,1212933.22,"conventional",2016,"Houston"
2016-12-18,1,23369.48,"organic",2016,"Houston"
2016-12-25,0.72,1126850.62,"conventional",2016,"Houston"
2016-12-25,1.21,20826.21,"organic",2016,"Houston"
2017-01-01,0.51,1475741.07,"conventional",2017,"Houston"
2017-01-01,1.4,10109.46,"organic",2017,"Houston"
2017-01-08,0.57,1417208.02,"conventional",2017,"Houston"
2017-01-08,1.07,20116.95,"organic",2017,"Houston"
2017-01-15,0.53,1613159.67,"conventional",2017,"Houston"
2017-01-15,0.95,30698.94,"organic",2017,"Houston"
2017-01-22,0.68,1119168.1,"conventional",2017,"Houston"
2017-01-22,0.94,35076.15,"organic",2017,"Houston"
2017-01-29,0.7,1258481.11,"conventional",2017,"Houston"
2017-01-29,0.93,33928.66,"organic",2017,"Houston"
2017-02-05,0.55,1977923.65,"conventional",2017,"Houston"
2017-02-05,0.93,30857.91,"organic",2017,"Houston"
2017-02-12,0.58,1420811.06,"conventional",2017,"Houston"
2017-02-12,0.92,33984.51,"organic",2017,"Houston"
2017-02-19,0.67,1190708.83,"conventional",2017,"Houston"
2017-02-19,0.89,41481.08,"organic",2017,"Houston"
2017-02-26,0.53,1547337.25,"conventional",2017,"Houston"
2017-02-26,0.91,43969.52,"organic",2017,"Houston"
2017-03-05,0.74,1110895.97,"conventional",2017,"Houston"
2017-03-05,0.92,38739.84,"organic",2017,"Houston"
2017-03-12,0.9,903586.21,"conventional",2017,"Houston"
2017-03-12,0.92,52810.48,"organic",2017,"Houston"
2017-03-19,0.85,1016536.61,"conventional",2017,"Houston"
2017-03-19,0.87,50886.04,"organic",2017,"Houston"
2017-03-26,0.83,1074520.66,"conventional",2017,"Houston"
2017-03-26,0.9,61552.96,"organic",2017,"Houston"
2017-04-02,0.7,1543050.06,"conventional",2017,"Houston"
2017-04-02,0.92,52873.83,"organic",2017,"Houston"
2017-04-09,0.81,1244695.02,"conventional",2017,"Houston"
2017-04-09,0.93,40655.85,"organic",2017,"Houston"
2017-04-16,0.76,1402904.54,"conventional",2017,"Houston"
2017-04-16,0.88,60261.72,"organic",2017,"Houston"
2017-04-23,0.68,1776220.69,"conventional",2017,"Houston"
2017-04-23,0.91,43226.49,"organic",2017,"Houston"
2017-04-30,0.72,1832450.4,"conventional",2017,"Houston"
2017-04-30,1.18,28118.39,"organic",2017,"Houston"
2017-05-07,0.74,1789051.94,"conventional",2017,"Houston"
2017-05-07,1.25,36724.25,"organic",2017,"Houston"
2017-05-14,0.79,1444023.34,"conventional",2017,"Houston"
2017-05-14,1.39,33955.6,"organic",2017,"Houston"
2017-05-21,0.83,1262476.33,"conventional",2017,"Houston"
2017-05-21,1.39,37108.49,"organic",2017,"Houston"
2017-05-28,0.87,1315258.8,"conventional",2017,"Houston"
2017-05-28,1.19,44588.87,"organic",2017,"Houston"
2017-06-04,0.83,1377530.34,"conventional",2017,"Houston"
2017-06-04,1.11,50502.11,"organic",2017,"Houston"
2017-06-11,0.89,1240308.02,"conventional",2017,"Houston"
2017-06-11,1.02,55725.32,"organic",2017,"Houston"
2017-06-18,0.77,1755331.3,"conventional",2017,"Houston"
2017-06-18,1.03,42161.02,"organic",2017,"Houston"
2017-06-25,0.82,1352318.9,"conventional",2017,"Houston"
2017-06-25,1.3,34868.96,"organic",2017,"Houston"
2017-07-02,0.83,1348652.11,"conventional",2017,"Houston"
2017-07-02,1.21,46201.44,"organic",2017,"Houston"
2017-07-09,0.78,1513596.5,"conventional",2017,"Houston"
2017-07-09,1.08,45385.29,"organic",2017,"Houston"
2017-07-16,1.01,1143310.87,"conventional",2017,"Houston"
2017-07-16,1.41,33582.24,"organic",2017,"Houston"
2017-07-23,1.02,1088792.51,"conventional",2017,"Houston"
2017-07-23,1.41,40100.89,"organic",2017,"Houston"
2017-07-30,1,1117345.6,"conventional",2017,"Houston"
2017-07-30,1.41,34238.08,"organic",2017,"Houston"
2017-08-06,0.99,1192888.53,"conventional",2017,"Houston"
2017-08-06,1.4,37755.61,"organic",2017,"Houston"
2017-08-13,0.99,1332232.95,"conventional",2017,"Houston"
2017-08-13,1.39,26155.98,"organic",2017,"Houston"
2017-08-20,1.01,1096227.54,"conventional",2017,"Houston"
2017-08-20,1.57,18983.06,"organic",2017,"Houston"
2017-08-27,1.16,1109914.22,"conventional",2017,"Houston"
2017-08-27,1.89,31276.86,"organic",2017,"Houston"
2017-09-03,1.19,852110.88,"conventional",2017,"Houston"
2017-09-03,1.85,16832.81,"organic",2017,"Houston"
2017-09-10,1.1,1138315.8,"conventional",2017,"Houston"
2017-09-10,1.8,12934.91,"organic",2017,"Houston"
2017-09-17,1.2,964460.21,"conventional",2017,"Houston"
2017-09-17,1.92,23279.61,"organic",2017,"Houston"
2017-09-24,1.25,949769.71,"conventional",2017,"Houston"
2017-09-24,1.91,28280.43,"organic",2017,"Houston"
2017-10-01,1.29,991939.31,"conventional",2017,"Houston"
2017-10-01,1.89,23587.7,"organic",2017,"Houston"
2017-10-08,1.29,1042700.75,"conventional",2017,"Houston"
2017-10-08,1.84,23699.39,"organic",2017,"Houston"
2017-10-15,1.26,1029556.13,"conventional",2017,"Houston"
2017-10-15,1.82,27406.16,"organic",2017,"Houston"
2017-10-22,1.16,1008358.03,"conventional",2017,"Houston"
2017-10-22,1.82,23190.15,"organic",2017,"Houston"
2017-10-29,1.12,1126402.78,"conventional",2017,"Houston"
2017-10-29,1.82,22367.66,"organic",2017,"Houston"
2017-11-05,0.95,1363261.11,"conventional",2017,"Houston"
2017-11-05,1.82,20153.54,"organic",2017,"Houston"
2017-11-12,0.88,1256897,"conventional",2017,"Houston"
2017-11-12,1.68,25301.84,"organic",2017,"Houston"
2017-11-19,0.89,1142126,"conventional",2017,"Houston"
2017-11-19,1.56,24963.18,"organic",2017,"Houston"
2017-11-26,0.88,991547,"conventional",2017,"Houston"
2017-11-26,1.56,20411.15,"organic",2017,"Houston"
2017-12-03,0.77,1398400,"conventional",2017,"Houston"
2017-12-03,1.56,25457.57,"organic",2017,"Houston"
2017-12-10,0.79,1266364.71,"conventional",2017,"Houston"
2017-12-10,1.51,26414.51,"organic",2017,"Houston"
2017-12-17,0.98,928716.6,"conventional",2017,"Houston"
2017-12-17,1.53,27626.41,"organic",2017,"Houston"
2017-12-24,0.99,1063384.61,"conventional",2017,"Houston"
2017-12-24,1.55,26781.7,"organic",2017,"Houston"
2017-12-31,0.78,1391181.63,"conventional",2017,"Houston"
2017-12-31,1.36,25590.34,"organic",2017,"Houston"
2018-01-07,0.8,1390616.83,"conventional",2018,"Houston"
2018-01-07,1.38,30428.43,"organic",2018,"Houston"
2018-01-14,0.95,1316347.07,"conventional",2018,"Houston"
2018-01-14,1.49,35522.77,"organic",2018,"Houston"
2018-01-21,0.78,1584416.56,"conventional",2018,"Houston"
2018-01-21,1.41,32722.61,"organic",2018,"Houston"
2018-01-28,0.71,1647858.32,"conventional",2018,"Houston"
2018-01-28,1.45,26854.2,"organic",2018,"Houston"
2018-02-04,0.56,2381742.59,"conventional",2018,"Houston"
2018-02-04,1.43,27155.44,"organic",2018,"Houston"
2018-02-11,0.58,1870874.72,"conventional",2018,"Houston"
2018-02-11,1.4,24385.65,"organic",2018,"Houston"
2018-02-18,0.68,1572064.61,"conventional",2018,"Houston"
2018-02-18,1.41,31029.02,"organic",2018,"Houston"
2018-02-25,0.67,1657524.28,"conventional",2018,"Houston"
2018-02-25,1.41,25590.99,"organic",2018,"Houston"
2018-03-04,0.71,1501699.41,"conventional",2018,"Houston"
2018-03-04,1.37,28699.66,"organic",2018,"Houston"
2018-03-11,0.83,1324475.69,"conventional",2018,"Houston"
2018-03-11,1.26,40506.15,"organic",2018,"Houston"
2018-03-18,0.79,1243926.96,"conventional",2018,"Houston"
2018-03-18,1.07,30564.4,"organic",2018,"Houston"
2018-03-25,0.56,2120511.03,"conventional",2018,"Houston"
2018-03-25,1.31,36999.72,"organic",2018,"Houston"
2015-01-04,0.99,907795.89,"conventional",2015,"SanFrancisco"
2015-01-04,1.18,22630.58,"organic",2015,"SanFrancisco"
2015-01-11,1.03,916450.76,"conventional",2015,"SanFrancisco"
2015-01-11,1.12,29676.78,"organic",2015,"SanFrancisco"
2015-01-18,1.22,753746.51,"conventional",2015,"SanFrancisco"
2015-01-18,1.27,41482.48,"organic",2015,"SanFrancisco"
2015-01-25,1.21,713523.24,"conventional",2015,"SanFrancisco"
2015-01-25,1.34,27146.81,"organic",2015,"SanFrancisco"
2015-02-01,0.91,1352027.64,"conventional",2015,"SanFrancisco"
2015-02-01,1.06,57802.02,"organic",2015,"SanFrancisco"
2015-02-08,0.92,928836.58,"conventional",2015,"SanFrancisco"
2015-02-08,1.35,27556.76,"organic",2015,"SanFrancisco"
2015-02-15,1.23,696515.27,"conventional",2015,"SanFrancisco"
2015-02-15,1.55,24986.4,"organic",2015,"SanFrancisco"
2015-02-22,1.23,776336.17,"conventional",2015,"SanFrancisco"
2015-02-22,1.39,37223.45,"organic",2015,"SanFrancisco"
2015-03-01,0.95,1039265.17,"conventional",2015,"SanFrancisco"
2015-03-01,1.09,49820.01,"organic",2015,"SanFrancisco"
2015-03-08,1.16,830775.42,"conventional",2015,"SanFrancisco"
2015-03-08,1.56,20111.3,"organic",2015,"SanFrancisco"
2015-03-15,1.26,779754.03,"conventional",2015,"SanFrancisco"
2015-03-15,1.56,21389.7,"organic",2015,"SanFrancisco"
2015-03-22,1.19,841723.81,"conventional",2015,"SanFrancisco"
2015-03-22,1.34,21370.71,"organic",2015,"SanFrancisco"
2015-03-29,1.3,742583.03,"conventional",2015,"SanFrancisco"
2015-03-29,1.55,28094.96,"organic",2015,"SanFrancisco"
2015-04-05,1.33,742539.71,"conventional",2015,"SanFrancisco"
2015-04-05,1.55,26530.7,"organic",2015,"SanFrancisco"
2015-04-12,1.33,729890.28,"conventional",2015,"SanFrancisco"
2015-04-12,1.54,28220.45,"organic",2015,"SanFrancisco"
2015-04-19,1.23,818816.7,"conventional",2015,"SanFrancisco"
2015-04-19,1.55,28984.95,"organic",2015,"SanFrancisco"
2015-04-26,1.39,680839.21,"conventional",2015,"SanFrancisco"
2015-04-26,1.52,31950.47,"organic",2015,"SanFrancisco"
2015-05-03,1,1310364.67,"conventional",2015,"SanFrancisco"
2015-05-03,1.55,29248.72,"organic",2015,"SanFrancisco"
2015-05-10,1.3,742672.03,"conventional",2015,"SanFrancisco"
2015-05-10,1.48,33676.05,"organic",2015,"SanFrancisco"
2015-05-17,1.32,701099.41,"conventional",2015,"SanFrancisco"
2015-05-17,1.53,31271.46,"organic",2015,"SanFrancisco"
2015-05-24,1.37,700411.03,"conventional",2015,"SanFrancisco"
2015-05-24,1.52,29319.95,"organic",2015,"SanFrancisco"
2015-05-31,1.29,764114.39,"conventional",2015,"SanFrancisco"
2015-05-31,1.54,24581.46,"organic",2015,"SanFrancisco"
2015-06-07,1.31,758817.08,"conventional",2015,"SanFrancisco"
2015-06-07,1.96,22886.87,"organic",2015,"SanFrancisco"
2015-06-14,1.51,696873.03,"conventional",2015,"SanFrancisco"
2015-06-14,1.95,23972.69,"organic",2015,"SanFrancisco"
2015-06-21,1.52,673720.54,"conventional",2015,"SanFrancisco"
2015-06-21,1.95,23502.62,"organic",2015,"SanFrancisco"
2015-06-28,1.54,646324.68,"conventional",2015,"SanFrancisco"
2015-06-28,1.96,19868.9,"organic",2015,"SanFrancisco"
2015-07-05,1.53,752191.79,"conventional",2015,"SanFrancisco"
2015-07-05,1.96,23306.75,"organic",2015,"SanFrancisco"
2015-07-12,1.39,680351.84,"conventional",2015,"SanFrancisco"
2015-07-12,2.09,23141.66,"organic",2015,"SanFrancisco"
2015-07-19,1.56,633327.17,"conventional",2015,"SanFrancisco"
2015-07-19,2.36,19558.81,"organic",2015,"SanFrancisco"
2015-07-26,1.58,628331.04,"conventional",2015,"SanFrancisco"
2015-07-26,2.75,15953.01,"organic",2015,"SanFrancisco"
2015-08-02,1.57,645158.33,"conventional",2015,"SanFrancisco"
2015-08-02,2.76,13936.04,"organic",2015,"SanFrancisco"
2015-08-09,1.56,603876.9,"conventional",2015,"SanFrancisco"
2015-08-09,2.72,15564.78,"organic",2015,"SanFrancisco"
2015-08-16,1.59,618237.58,"conventional",2015,"SanFrancisco"
2015-08-16,2.73,15289.67,"organic",2015,"SanFrancisco"
2015-08-23,1.59,610212.92,"conventional",2015,"SanFrancisco"
2015-08-23,2.71,15111.33,"organic",2015,"SanFrancisco"
2015-08-30,1.53,649891.92,"conventional",2015,"SanFrancisco"
2015-08-30,2.77,15201.2,"organic",2015,"SanFrancisco"
2015-09-06,1.54,646810.2,"conventional",2015,"SanFrancisco"
2015-09-06,2.73,15510.69,"organic",2015,"SanFrancisco"
2015-09-13,1.53,603840.95,"conventional",2015,"SanFrancisco"
2015-09-13,2.73,14802.78,"organic",2015,"SanFrancisco"
2015-09-20,1.56,578500.76,"conventional",2015,"SanFrancisco"
2015-09-20,2.79,15197.42,"organic",2015,"SanFrancisco"
2015-09-27,1.38,651697.34,"conventional",2015,"SanFrancisco"
2015-09-27,2.74,11798.62,"organic",2015,"SanFrancisco"
2015-10-04,1.04,762866.62,"conventional",2015,"SanFrancisco"
2015-10-04,2.59,15346.87,"organic",2015,"SanFrancisco"
2015-10-11,1.58,564456.6,"conventional",2015,"SanFrancisco"
2015-10-11,2.66,14031.73,"organic",2015,"SanFrancisco"
2015-10-18,1.52,586073.85,"conventional",2015,"SanFrancisco"
2015-10-18,2.79,12642.11,"organic",2015,"SanFrancisco"
2015-10-25,1.55,561342.23,"conventional",2015,"SanFrancisco"
2015-10-25,1.94,19311.21,"organic",2015,"SanFrancisco"
2015-11-01,0.97,869927.27,"conventional",2015,"SanFrancisco"
2015-11-01,2.01,17582.93,"organic",2015,"SanFrancisco"
2015-11-08,1.4,599884.32,"conventional",2015,"SanFrancisco"
2015-11-08,1.98,17886.78,"organic",2015,"SanFrancisco"
2015-11-15,0.99,775848.72,"conventional",2015,"SanFrancisco"
2015-11-15,2.02,17078.8,"organic",2015,"SanFrancisco"
2015-11-22,1.04,709444.22,"conventional",2015,"SanFrancisco"
2015-11-22,2.04,14355.23,"organic",2015,"SanFrancisco"
2015-11-29,1.05,651638.6,"conventional",2015,"SanFrancisco"
2015-11-29,2.58,13218.02,"organic",2015,"SanFrancisco"
2015-12-06,1.06,694982.49,"conventional",2015,"SanFrancisco"
2015-12-06,1.92,15144.79,"organic",2015,"SanFrancisco"
2015-12-13,1.22,616016.46,"conventional",2015,"SanFrancisco"
2015-12-13,1.94,13713.65,"organic",2015,"SanFrancisco"
2015-12-20,1.15,637091.48,"conventional",2015,"SanFrancisco"
2015-12-20,1.87,13703.79,"organic",2015,"SanFrancisco"
2015-12-27,1.05,692206.4,"conventional",2015,"SanFrancisco"
2015-12-27,1.88,14081.58,"organic",2015,"SanFrancisco"
2016-01-03,0.93,918798.74,"conventional",2016,"SanFrancisco"
2016-01-03,1.93,18894.27,"organic",2016,"SanFrancisco"
2016-01-10,1.21,765839.95,"conventional",2016,"SanFrancisco"
2016-01-10,1.93,17568.19,"organic",2016,"SanFrancisco"
2016-01-17,1.24,732860.83,"conventional",2016,"SanFrancisco"
2016-01-17,1.95,18983.23,"organic",2016,"SanFrancisco"
2016-01-24,1.05,844417.47,"conventional",2016,"SanFrancisco"
2016-01-24,1.89,24292.32,"organic",2016,"SanFrancisco"
2016-01-31,1.27,805039.06,"conventional",2016,"SanFrancisco"
2016-01-31,2.3,23630.61,"organic",2016,"SanFrancisco"
2016-02-07,0.89,1355047.15,"conventional",2016,"SanFrancisco"
2016-02-07,1.93,26088.82,"organic",2016,"SanFrancisco"
2016-02-14,1.34,696959.32,"conventional",2016,"SanFrancisco"
2016-02-14,2.37,21276.09,"organic",2016,"SanFrancisco"
2016-02-21,1.15,799826.02,"conventional",2016,"SanFrancisco"
2016-02-21,2.38,21256.64,"organic",2016,"SanFrancisco"
2016-02-28,1.29,824092.61,"conventional",2016,"SanFrancisco"
2016-02-28,2.29,24175.21,"organic",2016,"SanFrancisco"
2016-03-06,1.29,817240.38,"conventional",2016,"SanFrancisco"
2016-03-06,2.31,24869.6,"organic",2016,"SanFrancisco"
2016-03-13,1.41,714002.3,"conventional",2016,"SanFrancisco"
2016-03-13,2.27,25229.74,"organic",2016,"SanFrancisco"
2016-03-20,1.4,739577.85,"conventional",2016,"SanFrancisco"
2016-03-20,2.33,24714.55,"organic",2016,"SanFrancisco"
2016-03-27,1.47,716020.43,"conventional",2016,"SanFrancisco"
2016-03-27,2.23,25593.44,"organic",2016,"SanFrancisco"
2016-04-03,1.12,849739.84,"conventional",2016,"SanFrancisco"
2016-04-03,2.3,24055.14,"organic",2016,"SanFrancisco"
2016-04-10,1.38,765652.36,"conventional",2016,"SanFrancisco"
2016-04-10,2.33,25141.16,"organic",2016,"SanFrancisco"
2016-04-17,1.39,786422.89,"conventional",2016,"SanFrancisco"
2016-04-17,2.33,25486.1,"organic",2016,"SanFrancisco"
2016-04-24,1,1017425.89,"conventional",2016,"SanFrancisco"
2016-04-24,2.21,29693.75,"organic",2016,"SanFrancisco"
2016-05-01,0.99,1001227.21,"conventional",2016,"SanFrancisco"
2016-05-01,1.33,47035.36,"organic",2016,"SanFrancisco"
2016-05-08,1.06,961334.65,"conventional",2016,"SanFrancisco"
2016-05-08,1.32,51985.57,"organic",2016,"SanFrancisco"
2016-05-15,1.37,772064.79,"conventional",2016,"SanFrancisco"
2016-05-15,2.27,31308.71,"organic",2016,"SanFrancisco"
2016-05-22,1.31,817923.28,"conventional",2016,"SanFrancisco"
2016-05-22,2.34,30292.77,"organic",2016,"SanFrancisco"
2016-05-29,1.34,891069.03,"conventional",2016,"SanFrancisco"
2016-05-29,2.34,28707.18,"organic",2016,"SanFrancisco"
2016-06-05,1.35,899154.46,"conventional",2016,"SanFrancisco"
2016-06-05,2.3,26850.91,"organic",2016,"SanFrancisco"
2016-06-12,1.45,770382.05,"conventional",2016,"SanFrancisco"
2016-06-12,2.25,27349.15,"organic",2016,"SanFrancisco"
2016-06-19,1.44,800921.02,"conventional",2016,"SanFrancisco"
2016-06-19,2.31,26991.7,"organic",2016,"SanFrancisco"
2016-06-26,1.5,749554.87,"conventional",2016,"SanFrancisco"
2016-06-26,2.21,29535.82,"organic",2016,"SanFrancisco"
2016-07-03,1.41,891917.15,"conventional",2016,"SanFrancisco"
2016-07-03,2.31,29071.11,"organic",2016,"SanFrancisco"
2016-07-10,1.4,842731.76,"conventional",2016,"SanFrancisco"
2016-07-10,2.32,29064.21,"organic",2016,"SanFrancisco"
2016-07-17,1.46,804071.94,"conventional",2016,"SanFrancisco"
2016-07-17,2.3,26284.24,"organic",2016,"SanFrancisco"
2016-07-24,1.54,817357.28,"conventional",2016,"SanFrancisco"
2016-07-24,2.37,22083.85,"organic",2016,"SanFrancisco"
2016-07-31,1.52,814505.22,"conventional",2016,"SanFrancisco"
2016-07-31,2.29,23597.78,"organic",2016,"SanFrancisco"
2016-08-07,1.49,753570.45,"conventional",2016,"SanFrancisco"
2016-08-07,2.33,24605.38,"organic",2016,"SanFrancisco"
2016-08-14,1.03,1114834.28,"conventional",2016,"SanFrancisco"
2016-08-14,2.02,25520.8,"organic",2016,"SanFrancisco"
2016-08-21,1.28,825338.15,"conventional",2016,"SanFrancisco"
2016-08-21,2.37,20261,"organic",2016,"SanFrancisco"
2016-08-28,1.38,812410.86,"conventional",2016,"SanFrancisco"
2016-08-28,2.38,24143.51,"organic",2016,"SanFrancisco"
2016-09-04,1.47,850104.12,"conventional",2016,"SanFrancisco"
2016-09-04,2.38,24494.11,"organic",2016,"SanFrancisco"
2016-09-11,1.43,862732.45,"conventional",2016,"SanFrancisco"
2016-09-11,2.37,24473.19,"organic",2016,"SanFrancisco"
2016-09-18,1.5,813575.88,"conventional",2016,"SanFrancisco"
2016-09-18,2.39,23514.36,"organic",2016,"SanFrancisco"
2016-09-25,1.43,860546.65,"conventional",2016,"SanFrancisco"
