"","date","price","organic","conventional","avocados_sold","year","region"
"880",2015-02-01,1.06,0,1,"283137.88",2015,"HarrisburgScranton"
"881",2015-01-25,1.17,0,1,"206074.14",2015,"HarrisburgScranton"
"882",2015-01-18,1.24,0,1,"182604.68",2015,"HarrisburgScranton"
"883",2015-01-11,1.26,0,1,"178735.25",2015,"HarrisburgScranton"
"884",2015-01-04,1.05,0,1,"203939.14",2015,"HarrisburgScranton"
"885",2015-12-27,1.27,0,1,"243556.57",2015,"HartfordSpringfield"
"886",2015-12-20,1.18,0,1,"264155.74",2015,"HartfordSpringfield"
"887",2015-12-13,1.24,0,1,"238558.16",2015,"HartfordSpringfield"
"888",2015-12-06,1.19,0,1,"239945.42",2015,"HartfordSpringfield"
"889",2015-11-29,1.32,0,1,"213631.54",2015,"HartfordSpringfield"
"890",2015-11-22,1.27,0,1,"212091.14",2015,"HartfordSpringfield"
"891",2015-11-15,1.12,0,1,"275217.97",2015,"HartfordSpringfield"
"892",2015-11-08,1.16,0,1,"309186.06",2015,"HartfordSpringfield"
"893",2015-11-01,1.16,0,1,"326067.03",2015,"HartfordSpringfield"
"894",2015-10-25,1.2,0,1,"234361.36",2015,"HartfordSpringfield"
"895",2015-10-18,0.93,0,1,"407866.27",2015,"HartfordSpringfield"
"896",2015-10-11,1.38,0,1,"264227.78",2015,"HartfordSpringfield"
"897",2015-10-04,1.3,0,1,"262638.61",2015,"HartfordSpringfield"
"898",2015-09-27,1.29,0,1,"247141.63",2015,"HartfordSpringfield"
"899",2015-09-20,1.25,0,1,"241532.74",2015,"HartfordSpringfield"
"900",2015-09-13,1.11,0,1,"341176.21",2015,"HartfordSpringfield"
"901",2015-09-06,1.27,0,1,"281256.19",2015,"HartfordSpringfield"
"902",2015-08-30,1.26,0,1,"292827.27",2015,"HartfordSpringfield"
"903",2015-08-23,1.14,0,1,"298493.22",2015,"HartfordSpringfield"
"904",2015-08-16,1.12,0,1,"351074.46",2015,"HartfordSpringfield"
"905",2015-08-09,1.12,0,1,"354490.75",2015,"HartfordSpringfield"
"906",2015-08-02,1.16,0,1,"323449.77",2015,"HartfordSpringfield"
"907",2015-07-26,1.3,0,1,"266049.58",2015,"HartfordSpringfield"
"908",2015-07-19,1.32,0,1,"258239.1",2015,"HartfordSpringfield"
"909",2015-07-12,1.06,0,1,"389782.2",2015,"HartfordSpringfield"
"910",2015-07-05,1.25,0,1,"339064.22",2015,"HartfordSpringfield"
"911",2015-06-28,1.27,0,1,"304624.07",2015,"HartfordSpringfield"
"912",2015-06-21,1.25,0,1,"341628.84",2015,"HartfordSpringfield"
"913",2015-06-14,1.15,0,1,"338036.94",2015,"HartfordSpringfield"
"914",2015-06-07,1.29,0,1,"353474.52",2015,"HartfordSpringfield"
"915",2015-05-31,1.33,0,1,"319502.82",2015,"HartfordSpringfield"
"916",2015-05-24,1.34,0,1,"314930.61",2015,"HartfordSpringfield"
"917",2015-05-17,1.2,0,1,"358753.17",2015,"HartfordSpringfield"
"918",2015-05-10,1.25,0,1,"370924.13",2015,"HartfordSpringfield"
"919",2015-05-03,1.25,0,1,"329589.03",2015,"HartfordSpringfield"
"920",2015-04-26,1.36,0,1,"277178.42",2015,"HartfordSpringfield"
"921",2015-04-19,1.35,0,1,"271198.73",2015,"HartfordSpringfield"
"922",2015-04-12,1.25,0,1,"251083.39",2015,"HartfordSpringfield"
"923",2015-04-05,1.33,0,1,"246967.21",2015,"HartfordSpringfield"
"924",2015-03-29,1.22,0,1,"241495.12",2015,"HartfordSpringfield"
"925",2015-03-22,1.11,0,1,"292821.36",2015,"HartfordSpringfield"
"926",2015-03-15,1.4,0,1,"225761.68",2015,"HartfordSpringfield"
"927",2015-03-08,1.43,0,1,"210375.08",2015,"HartfordSpringfield"
"928",2015-03-01,1.12,0,1,"314917.55",2015,"HartfordSpringfield"
"929",2015-02-22,1.38,0,1,"220210.32",2015,"HartfordSpringfield"
"930",2015-02-15,1.39,0,1,"223170.31",2015,"HartfordSpringfield"
"931",2015-02-08,1.09,0,1,"364571.57",2015,"HartfordSpringfield"
"932",2015-02-01,1.32,0,1,"297969.31",2015,"HartfordSpringfield"
"933",2015-01-25,1.35,0,1,"241174.11",2015,"HartfordSpringfield"
"934",2015-01-18,1.39,0,1,"229216.05",2015,"HartfordSpringfield"
"935",2015-01-11,1.38,0,1,"232640.15",2015,"HartfordSpringfield"
"936",2015-01-04,1.06,0,1,"332208.14",2015,"HartfordSpringfield"
"937",2015-12-27,0.78,0,1,"944506.54",2015,"Houston"
"938",2015-12-20,0.75,0,1,"922355.67",2015,"Houston"
"939",2015-12-13,0.73,0,1,"998752.95",2015,"Houston"
"940",2015-12-06,0.74,0,1,"989676.85",2015,"Houston"
"941",2015-11-29,0.79,0,1,"783225.98",2015,"Houston"
"942",2015-11-22,0.73,0,1,"913002.96",2015,"Houston"
"943",2015-11-15,0.72,0,1,"998801.78",2015,"Houston"
"944",2015-11-08,0.75,0,1,"983909.85",2015,"Houston"
"945",2015-11-01,0.77,0,1,"1007805.74",2015,"Houston"
"946",2015-10-25,0.88,0,1,"933623.58",2015,"Houston"
"947",2015-10-18,0.9,0,1,"847813.12",2015,"Houston"
"948",2015-10-11,0.79,0,1,"1036269.51",2015,"Houston"
"949",2015-10-04,0.82,0,1,"1019283.99",2015,"Houston"
"950",2015-09-27,0.86,0,1,"968988.09",2015,"Houston"
"951",2015-09-20,0.83,0,1,"967228.05",2015,"Houston"
"952",2015-09-13,0.89,0,1,"1095790.27",2015,"Houston"
"953",2015-09-06,0.89,0,1,"1090493.39",2015,"Houston"
"954",2015-08-30,0.88,0,1,"926124.93",2015,"Houston"
"955",2015-08-23,0.89,0,1,"933166.17",2015,"Houston"
"956",2015-08-16,0.92,0,1,"968899.09",2015,"Houston"
"957",2015-08-09,0.92,0,1,"935149.69",2015,"Houston"
"958",2015-08-02,0.9,0,1,"948126.9",2015,"Houston"
"959",2015-07-26,0.79,0,1,"1086740.19",2015,"Houston"
"960",2015-07-19,0.78,0,1,"1093424.59",2015,"Houston"
"961",2015-07-12,0.79,0,1,"999607.51",2015,"Houston"
"962",2015-07-05,0.79,0,1,"1173819.67",2015,"Houston"
"963",2015-06-28,0.74,0,1,"1135915.03",2015,"Houston"
"964",2015-06-21,0.74,0,1,"1196121.27",2015,"Houston"
"965",2015-06-14,0.62,0,1,"1533409.28",2015,"Houston"
"966",2015-06-07,0.72,0,1,"1172177.72",2015,"Houston"
"967",2015-05-31,0.72,0,1,"1262932.78",2015,"Houston"
"968",2015-05-24,0.83,0,1,"1089679.39",2015,"Houston"
"969",2015-05-17,0.82,0,1,"1025659.59",2015,"Houston"
"970",2015-05-10,0.76,0,1,"1201673.17",2015,"Houston"
"971",2015-05-03,0.74,0,1,"1296308.05",2015,"Houston"
"972",2015-04-26,0.79,0,1,"1082231.89",2015,"Houston"
"973",2015-04-19,0.82,0,1,"933033.17",2015,"Houston"
"974",2015-04-12,0.79,0,1,"1096074.97",2015,"Houston"
"975",2015-04-05,0.83,0,1,"1249645.2",2015,"Houston"
"976",2015-03-29,0.79,0,1,"1116225.29",2015,"Houston"
"977",2015-03-22,0.8,0,1,"1036663.77",2015,"Houston"
"978",2015-03-15,0.77,0,1,"1043172.77",2015,"Houston"
"979",2015-03-08,0.78,0,1,"1166055.83",2015,"Houston"
"980",2015-03-01,0.87,0,1,"991328.46",2015,"Houston"
"981",2015-02-22,0.82,0,1,"978807.74",2015,"Houston"
"982",2015-02-15,0.73,0,1,"1062387.72",2015,"Houston"
"983",2015-02-08,0.7,0,1,"1180723.02",2015,"Houston"
"984",2015-02-01,0.72,0,1,"1280364.01",2015,"Houston"
"985",2020-07-17,0.77,0,1,"983910.94",2015,"Houston"
"986",2015-01-18,0.77,0,1,"1017854.16",2015,"Houston"
"987",2015-01-11,0.78,0,1,"1062071.65",2015,"Houston"
"988",2015-01-04,0.71,0,1,"1062990.62",2015,"Houston"
"989",2015-12-27,1.04,0,1,"123096.09",2015,"Indianapolis"
"990",2015-12-20,1.1,0,1,"116353.68",2015,"Indianapolis"
"991",2015-12-13,1.03,0,1,"125342.89",2015,"Indianapolis"
"992",2015-12-06,0.92,0,1,"145740.44",2015,"Indianapolis"
"993",2015-11-29,1.08,0,1,"108444.41",2015,"Indianapolis"
"994",2015-11-22,1.11,0,1,"115384.56",2015,"Indianapolis"
"995",2015-11-15,1.08,0,1,"124218.61",2015,"Indianapolis"
"996",2015-11-08,0.96,0,1,"147799.55",2015,"Indianapolis"
"997",2015-11-01,1.01,0,1,"147459.62",2015,"Indianapolis"
"998",2015-10-25,1.02,0,1,"151558.74",2015,"Indianapolis"
"999",2015-10-18,0.97,0,1,"159463.52",2015,"Indianapolis"
"1000",2015-10-11,1.1,0,1,"128848.68",2015,"Indianapolis"
"1001",2015-10-04,0.98,0,1,"139679.01",2015,"Indianapolis"
"1002",2015-09-27,1.04,0,1,"139490.52",2015,"Indianapolis"
"1003",2015-09-20,0.91,0,1,"185962.59",2015,"Indianapolis"
"1004",2015-09-13,0.87,0,1,"201620.58",2015,"Indianapolis"
"1005",2015-09-06,1.11,0,1,"156608.28",2015,"Indianapolis"
"1006",2015-08-30,1.17,0,1,"147066.48",2015,"Indianapolis"
"1007",2015-08-23,1.22,0,1,"131935.23",2015,"Indianapolis"
"1008",2015-08-16,1.14,0,1,"160059.77",2015,"Indianapolis"
"1009",2015-08-09,1.2,0,1,"148384.89",2015,"Indianapolis"
"1010",2015-08-02,1.21,0,1,"151883.21",2015,"Indianapolis"
"1011",2015-07-26,1.22,0,1,"144476.44",2015,"Indianapolis"
"1012",2015-07-19,1.07,0,1,"168164.47",2015,"Indianapolis"
"1013",2015-07-12,1.05,0,1,"161431.59",2015,"Indianapolis"
"1014",2015-07-05,1.05,0,1,"190716.43",2015,"Indianapolis"
"1015",2015-06-28,0.95,0,1,"198267.13",2015,"Indianapolis"
"1016",2015-06-21,1.03,0,1,"205199.16",2015,"Indianapolis"
"1017",2015-06-14,1.15,0,1,"173545.33",2015,"Indianapolis"
"1018",2015-06-07,1.28,0,1,"155730.59",2015,"Indianapolis"
"1019",2015-05-31,1.37,0,1,"142817.83",2015,"Indianapolis"
"1020",2015-05-24,1.29,0,1,"168797.97",2015,"Indianapolis"
"1021",2015-05-17,1.26,0,1,"164076.81",2015,"Indianapolis"
"1022",2015-05-10,1.06,0,1,"195532.38",2015,"Indianapolis"
"1023",2015-05-03,1.13,0,1,"178889.83",2015,"Indianapolis"
"1024",2015-04-26,1.24,0,1,"158499.41",2015,"Indianapolis"
"1025",2015-04-19,1.08,0,1,"179103.3",2015,"Indianapolis"
"1026",2015-04-12,1.15,0,1,"146422.18",2015,"Indianapolis"
"1027",2015-04-05,1.17,0,1,"151260.15",2015,"Indianapolis"
"1028",2015-03-29,1.09,0,1,"161288.59",2015,"Indianapolis"
"1029",2015-03-22,1.11,0,1,"160557.81",2015,"Indianapolis"
"1030",2015-03-15,1.21,0,1,"140487.57",2015,"Indianapolis"
"1031",2015-03-08,1.07,0,1,"160438.38",2015,"Indianapolis"
"1032",2015-03-01,1.13,0,1,"169556.49",2015,"Indianapolis"
"1033",2015-02-22,1.34,0,1,"127501.04",2015,"Indianapolis"
"1034",2015-02-15,1.3,0,1,"121767.82",2015,"Indianapolis"
"1035",2015-02-08,0.98,0,1,"158792.02",2015,"Indianapolis"
"1036",2015-02-01,0.92,0,1,"245352.56",2015,"Indianapolis"
"1037",2015-01-25,1.06,0,1,"149473.79",2015,"Indianapolis"
"1038",2015-01-18,1.14,0,1,"149319.82",2015,"Indianapolis"
"1039",2015-01-11,1.25,0,1,"138617.04",2015,"Indianapolis"
"1040",2015-01-04,1.02,0,1,"160130.15",2015,"Indianapolis"
"1041",2015-12-27,0.99,0,1,"132982.84",2015,"Jacksonville"
"1042",2015-12-20,1.19,0,1,"95935.66",2015,"Jacksonville"
"1043",2015-12-13,0.96,0,1,"140036.16",2015,"Jacksonville"
"1044",2015-12-06,1.19,0,1,"93337.13",2015,"Jacksonville"
"1045",2015-11-29,0.96,0,1,"121236.54",2015,"Jacksonville"
"1046",2015-11-22,0.98,0,1,"115300.79",2015,"Jacksonville"
"1047",2015-11-15,1.25,0,1,"90999.05",2015,"Jacksonville"
"1048",2015-11-08,1.25,0,1,"94495.69",2015,"Jacksonville"
"1049",2015-11-01,0.97,0,1,"162559.72",2015,"Jacksonville"
"1050",2015-10-25,1.22,0,1,"98097.37",2015,"Jacksonville"
"1051",2015-10-18,1.25,0,1,"92599.79",2015,"Jacksonville"
"1052",2015-10-11,0.99,0,1,"141875.2",2015,"Jacksonville"
"1053",2015-10-04,0.99,0,1,"153146.21",2015,"Jacksonville"
"1054",2015-09-27,1.27,0,1,"92325.73",2015,"Jacksonville"
"1055",2015-09-20,0.99,0,1,"157688.29",2015,"Jacksonville"
"1056",2015-09-13,1.24,0,1,"102870.89",2015,"Jacksonville"
"1057",2015-09-06,0.98,0,1,"179837.71",2015,"Jacksonville"
"1058",2015-08-30,1.26,0,1,"116109",2015,NA
"1059",2015-08-23,1.25,0,1,"111825.39",2015,"Jacksonville"
"1060",2015-08-16,1.25,0,1,"107523.14",2015,"Jacksonville"
"1061",2015-08-09,0.99,0,1,"188720.77",2015,"Jacksonville"
"1062",2015-08-02,1.24,0,1,"112332.05",2015,"Jacksonville"
"1063",2015-07-26,1.25,0,1,"112997.27",2015,"Jacksonville"
"1064",2015-07-19,1,0,1,"173741.3",2015,"Jacksonville"
"1065",2015-07-12,1.22,0,1,"110964.6",2015,"Jacksonville"
"1066",2015-07-05,0.95,0,1,"211960.25",2015,"Jacksonville"
"1067",2015-06-28,1.16,0,1,"135739.94",2015,"Jacksonville"
"1068",2015-06-21,0.95,0,1,"192111.32",2015,"Jacksonville"
"1069",2015-06-14,1.2,0,1,"129526.61",2015,"Jacksonville"
"1070",2015-06-07,0.98,0,1,"190396.8",2015,"Jacksonville"
"1071",2015-05-31,1.24,0,1,"128105.43",2015,"Jacksonville"
"1072",2015-05-24,1,0,1,"195410.86",2015,"Jacksonville"
"1073",2015-05-17,1.22,0,1,"120930.26",2015,"Jacksonville"
"1074",2015-05-10,1.24,0,1,"125605.25",2015,"Jacksonville"
"1075",2015-05-03,0.96,0,1,"254514.32",2015,"Jacksonville"
"1076",2015-04-26,1.21,0,1,"127939.11",2015,"Jacksonville"
"1077",2015-04-19,1.17,0,1,"124795.93",2015,"Jacksonville"
"1078",2015-04-12,0.99,0,1,"180970.46",2015,"Jacksonville"
"1079",2015-04-05,1.1,0,1,"146744.37",2015,"Jacksonville"
"1080",2015-03-29,1.2,0,1,"109050.11",2015,"Jacksonville"
"1081",2015-03-22,0.96,0,1,"185570.06",2015,"Jacksonville"
"1082",2015-03-15,1.27,0,1,"110128.66",2015,"Jacksonville"
"1083",2015-03-08,1.24,0,1,"112487.2",2015,"Jacksonville"
"1084",2015-03-01,1.01,0,1,"167254.64",2015,"Jacksonville"
"1085",2015-02-22,1.1,0,1,"121048.7",2015,"Jacksonville"
"1086",2015-02-15,1.24,0,1,"105176.25",2015,"Jacksonville"
"1087",2015-02-08,1.21,0,1,"91840.75",2015,"Jacksonville"
"1088",2015-02-01,0.92,0,1,"237910.63",2015,"Jacksonville"
"1089",2015-01-25,1.2,0,1,"109940.55",2015,"Jacksonville"
"1090",2015-01-18,1.27,0,1,"99496.16",2015,"Jacksonville"
"1091",2015-01-11,1.2,0,1,"99757.17",2015,"Jacksonville"
"1092",2015-01-04,0.97,0,1,"153506.84",2015,"Jacksonville"
"1093",2015-12-27,0.83,0,1,"292707.14",2015,"LasVegas"
"1094",2015-12-20,0.96,0,1,"232294.71",2015,"LasVegas"
"1095",2015-12-13,0.95,0,1,"216119.35",2015,"LasVegas"
"1096",2015-12-06,0.89,0,1,"244024.83",2015,"LasVegas"
"1097",2015-11-29,0.95,0,1,"205476.61",2015,"LasVegas"
"1098",2015-11-22,0.98,0,1,"215985.17",2015,"LasVegas"
"1099",2015-11-15,0.95,0,1,"247795.44",2015,"LasVegas"
"1100",2015-11-08,0.92,0,1,"237248.22",2015,"LasVegas"
"1101",2015-11-01,0.99,0,1,"230414.44",2015,"LasVegas"
"1102",2015-10-25,0.98,0,1,"245167.14",2015,"LasVegas"
"1103",2015-10-18,0.91,0,1,"279364.03",2015,"LasVegas"
"1104",2015-10-11,0.94,0,1,"268709.29",2015,"LasVegas"
"1105",2015-10-04,0.97,0,1,"269072.2",2015,"LasVegas"
"1106",2015-09-27,0.97,0,1,"272925.76",2015,"LasVegas"
"1107",2015-09-20,0.97,0,1,"284247.2",2015,"LasVegas"
"1108",2015-09-13,0.88,0,1,"346994.49",2015,"LasVegas"
"1109",2015-09-06,1.02,0,1,"311124.27",2015,"LasVegas"
"1110",2015-08-30,1.09,0,1,"284309.17",2015,"LasVegas"
"1111",2015-08-23,1.06,0,1,"261084.13",2015,"LasVegas"
"1112",2015-08-16,0.96,0,1,"314774.36",2015,"LasVegas"
"1113",2015-08-09,0.96,0,1,"353118.24",2015,"LasVegas"
"1114",2015-08-02,1.09,0,1,"272441.01",2015,"LasVegas"
"1115",2015-07-26,1.06,0,1,"272267.5",2015,"LasVegas"
"1116",2015-07-19,1.03,0,1,"269642.38",2015,"LasVegas"
"1117",2015-07-12,1.02,0,1,"277827.44",2015,"LasVegas"
"1118",2015-07-05,1.05,0,1,"332735.24",2015,"LasVegas"
"1119",2015-06-28,1.01,0,1,"293408.89",2015,"LasVegas"
"1120",2015-06-21,0.9,0,1,"338638.8",2015,"LasVegas"
"1121",2015-06-14,0.88,0,1,"389599.87",2015,"LasVegas"
"1122",2015-06-07,1.02,0,1,"335693.08",2015,"LasVegas"
"1123",2015-05-31,1.03,0,1,"285741.48",2015,"LasVegas"
"1124",2015-05-24,0.98,0,1,"293059.1",2015,"LasVegas"
"1125",2015-05-17,0.95,0,1,"279843.22",2015,"LasVegas"
"1126",2015-05-10,0.98,0,1,"325085.14",2015,"LasVegas"
"1127",2015-05-03,0.94,0,1,"406840.38",2015,"LasVegas"
"1128",2015-04-26,0.88,0,1,"334718.74",2015,"LasVegas"
"1129",2015-04-19,0.82,0,1,"336520.6",2015,"LasVegas"
"1130",2015-04-12,0.76,0,1,"369817.99",2015,"LasVegas"
"1131",2015-04-05,0.81,0,1,"360356.29",2015,"LasVegas"
"1132",2015-03-29,0.84,0,1,"354048.59",2015,"LasVegas"
"1133",2015-03-22,0.9,0,1,"311228.44",2015,"LasVegas"
"1134",2015-03-15,1.07,0,1,"261650.41",2015,"LasVegas"
"1135",2015-03-08,1.01,0,1,"291046.81",2015,"LasVegas"
"1136",2015-03-01,1.05,0,1,"293036.34",2015,"LasVegas"
"1137",2015-02-22,1.16,0,1,"242732.32",2015,"LasVegas"
"1138",2015-02-15,1.12,0,1,"255465.26",2015,"LasVegas"
"1139",2015-02-08,1.01,0,1,"318770.67",2015,"LasVegas"
"1140",2015-02-01,0.94,0,1,"370223.11",2015,"LasVegas"
"1141",2015-01-25,1.06,0,1,"249509.99",2015,"LasVegas"
"1142",2015-01-18,1.06,0,1,"233186.09",2015,"LasVegas"
"1143",2015-01-11,0.93,0,1,"274481.48",2015,"LasVegas"
"1144",2015-01-04,0.8,0,1,"317861.35",2015,"LasVegas"
"1145",2015-12-27,0.8,0,1,"2326942.14",2015,"LosAngeles"
"1146",2015-12-20,0.85,0,1,"2149872.45",2015,"LosAngeles"
"1147",2015-12-13,0.74,0,1,"2690296.07",2015,"LosAngeles"
"1148",2015-12-06,0.66,0,1,"3048290.53",2015,"LosAngeles"
"1149",2015-11-29,0.83,0,1,"2156008.93",2015,"LosAngeles"
"1150",2015-11-22,0.81,0,1,"2268076.38",2015,"LosAngeles"
"1151",2015-11-15,0.74,0,1,"2828361.9",2015,"LosAngeles"
"1152",2015-11-08,0.84,0,1,"2621078.31",2015,"LosAngeles"
"1153",2015-11-01,0.89,0,1,"2617806.65",2015,"LosAngeles"
"1154",2015-10-25,0.95,0,1,"2327634.45",2015,"LosAngeles"
"1155",2015-10-18,0.89,0,1,"2661345.12",2015,"LosAngeles"
"1156",2015-10-11,0.92,0,1,"2591981.76",2015,"LosAngeles"
"1157",2015-10-04,0.98,0,1,"2278629.09",2015,"LosAngeles"
"1158",2015-09-27,0.9,0,1,"2674658.54",2015,"LosAngeles"
"1159",2015-09-20,0.99,0,1,"2392448.9",2015,"LosAngeles"
"1160",2015-09-13,0.98,0,1,"2549512.5",2015,"LosAngeles"
"1161",2015-09-06,0.92,0,1,"2983163.34",2015,"LosAngeles"
"1162",2015-08-30,0.9,0,1,"3037663.98",2015,"LosAngeles"
"1163",2015-08-23,1.03,0,1,"2604991.25",2015,"LosAngeles"
"1164",2015-08-16,0.93,0,1,"2943218.77",2015,"LosAngeles"
"1165",2015-08-09,0.94,0,1,"3371114.14",2015,"LosAngeles"
"1166",2015-08-02,1,0,1,"2742211.46",2015,"LosAngeles"
"1167",2015-07-26,0.95,0,1,"2893887.74",2015,"LosAngeles"
"1168",2015-07-19,1.02,0,1,"2614726.11",2015,"LosAngeles"
"1169",2015-07-12,1.03,0,1,"2652480.7",2015,"LosAngeles"
"1170",2015-07-05,0.96,0,1,"3435374.51",2015,"LosAngeles"
"1171",2015-06-28,0.94,0,1,"2921148.91",2015,"LosAngeles"
"1172",2015-06-21,0.91,0,1,"3040023.34",2015,"LosAngeles"
"1173",2015-06-14,0.79,0,1,"3689140.93",2015,"LosAngeles"
"1174",2015-06-07,0.84,0,1,"3261844.41",2015,"LosAngeles"
"1175",2015-05-31,0.85,0,1,"3196936.02",2015,"LosAngeles"
"1176",2015-05-24,0.97,0,1,"2853904.6",2015,"LosAngeles"
"1177",2015-05-17,0.98,0,1,"2557700.83",2015,"LosAngeles"
"1178",2015-05-10,0.78,0,1,"3553642.53",2015,"LosAngeles"
"1179",2015-05-03,0.78,0,1,"4015563.02",2015,"LosAngeles"
"1180",2015-04-26,1.02,0,1,"2355703.98",2015,"LosAngeles"
"1181",2015-04-19,0.93,0,1,"2901188.07",2015,"LosAngeles"
"1182",2015-04-12,0.93,0,1,"2799667.4",2015,"LosAngeles"
"1183",2015-04-05,1.01,0,1,"2603114.56",2015,"LosAngeles"
"1184",2015-03-29,1,0,1,"2566690.28",2015,"LosAngeles"
"1185",2015-03-22,1.01,0,1,"2466735.33",2015,"LosAngeles"
"1186",2015-03-15,0.94,0,1,"2690257.2",2015,"LosAngeles"
"1187",2015-03-08,0.86,0,1,"2797745.89",2015,"LosAngeles"
"1188",2015-03-01,0.75,0,1,"3094278.93",2015,"LosAngeles"
"1189",2015-02-22,0.83,0,1,"2954705.54",2015,"LosAngeles"
"1190",2015-02-15,0.83,0,1,"2926435.94",2015,"LosAngeles"
"1191",2015-02-08,0.9,0,1,"2641032.65",2015,"LosAngeles"
"1192",2015-02-01,0.74,0,1,"4031949.04",2015,"LosAngeles"
"1193",2015-01-25,0.96,0,1,"2329987.29",2015,"LosAngeles"
"1194",2015-01-18,0.89,0,1,"2800679.5",2015,"LosAngeles"
"1195",2015-01-11,0.85,0,1,"2713699.6",2015,"LosAngeles"
"1196",2015-01-04,0.85,0,1,"2682159.95",2015,"LosAngeles"
"1197",2015-12-27,1.04,0,1,"61654.94",2015,"Louisville"
"1198",2015-12-20,1.05,0,1,"56443.43",2015,"Louisville"
"1199",2015-12-13,0.91,0,1,"76543.82",2015,"Louisville"
"1200",2015-12-06,0.83,0,1,"103277.35",2015,"Louisville"
"1201",2015-11-29,0.97,0,1,"58667.71",2015,"Louisville"
"1202",2015-11-22,1.01,0,1,"60971.36",2015,"Louisville"
"1203",2015-11-15,1.04,0,1,"58816.5",2015,"Louisville"
"1204",2015-11-08,0.93,0,1,"86929.62",2015,"Louisville"
"1205",2015-11-01,0.89,0,1,"103768.67",2015,"Louisville"
"1206",2015-10-25,1.06,0,1,"64602.5",2015,"Louisville"
"1207",2015-10-18,1.03,0,1,"74092.73",2015,"Louisville"
"1208",2015-10-11,1.03,0,1,"74536.59",2015,"Louisville"
"1209",2015-10-04,1.11,0,1,"63157.22",2015,"Louisville"
"1210",2015-09-27,1.18,0,1,"60980.52",2015,"Louisville"
"1211",2015-09-20,1.05,0,1,"71064.71",2015,"Louisville"
"1212",2015-09-13,0.98,0,1,"85919.67",2015,"Louisville"
"1213",2015-09-06,0.98,0,1,"98154.04",2015,"Louisville"
"1214",2015-08-30,1.13,0,1,"70164.74",2015,"Louisville"
"1215",2015-08-23,1.15,0,1,"65333.2",2015,"Louisville"
"1216",2015-08-16,1.09,0,1,"78926.9",2015,"Louisville"
"1217",2015-08-09,1.08,0,1,"83592.89",2015,"Louisville"
"1218",2015-08-02,0.93,0,1,"91136.65",2015,"Louisville"
"1219",2015-07-26,0.88,0,1,"99545.41",2015,"Louisville"
"1220",2015-07-19,1.08,0,1,"77503.36",2015,"Louisville"
"1221",2015-07-12,1.13,0,1,"72693.94",2015,"Louisville"
"1222",2015-07-05,1.15,0,1,"81748.59",2015,"Louisville"
"1223",2015-06-28,1.15,0,1,"69230.74",2015,"Louisville"
"1224",2015-06-21,1.17,0,1,"78272.57",2015,"Louisville"
"1225",2015-06-14,1.07,0,1,"82364.21",2015,"Louisville"
"1226",2015-06-07,1.01,0,1,"98865.51",2015,"Louisville"
"1227",2015-05-31,1,0,1,"92345.33",2015,"Louisville"
"1228",2015-05-24,1.05,0,1,"79567.66",2015,"Louisville"
"1229",2015-05-17,1.2,0,1,"73537.14",2015,"Louisville"
"1230",2015-05-10,1.1,0,1,"85446.43",2015,"Louisville"
"1231",2015-05-03,1.03,0,1,"95550.51",2015,"Louisville"
"1232",2015-04-26,1.21,0,1,"65742.4",2015,"Louisville"
"1233",2015-04-19,1.01,0,1,"95959.08",2015,"Louisville"
"1234",2015-04-12,0.97,0,1,"",2015,"Louisville"
"1235",2015-04-05,1.08,0,1,"75626.3",2015,"Louisville"
"1236",2015-03-29,1,0,1,"93802.08",2015,"Louisville"
"1237",2015-03-22,0.99,0,1,"95101.27",2015,"Louisville"
"1238",2015-03-15,1.21,0,1,"56870.1",2015,"Louisville"
"1239",2015-03-08,1.18,0,1,"62728.85",2015,"Louisville"
"1240",2015-03-01,1.02,0,1,"78626.99",2015,"Louisville"
"1241",2015-02-22,1.01,0,1,"107443.35",2015,"Louisville"
"1242",2015-02-15,1.13,0,1,"80537.77",2015,"Louisville"
"1243",2015-02-08,1,0,1,"87054.02",2015,"Louisville"
"1244",2015-02-01,0.9,0,1,"125504.98",2015,"Louisville"
"1245",2015-01-25,1.02,0,1,"86635.35",2015,"Louisville"
"1246",2015-01-18,1.06,0,1,"85580.15",2015,"Louisville"
"1247",2015-01-11,1.05,0,1,"75129.36",2015,"Louisville"
"1248",2015-01-04,0.92,0,1,"101162.98",2015,"Louisville"
"1249",2015-12-27,0.99,0,1,"545064.74",2015,"MiamiFtLauderdale"
"1250",2015-12-20,1.21,0,1,"350533.71",2015,"MiamiFtLauderdale"
"1251",2015-12-13,0.97,0,1,"529317.46",2015,"MiamiFtLauderdale"
"1252",2015-12-06,1.25,0,1,"340513.61",2015,"MiamiFtLauderdale"
"1253",2015-11-29,0.98,0,1,"470218.14",2015,"MiamiFtLauderdale"
"1254",2015-11-22,0.98,0,1,"499396.26",2015,"MiamiFtLauderdale"
"1255",2015-11-15,1.22,0,1,"368996.48",2015,"MiamiFtLauderdale"
"1256",2015-11-08,1.22,0,1,"329065.04",2015,"MiamiFtLauderdale"
"1257",2015-11-01,0.98,0,1,"566030.64",2015,"MiamiFtLauderdale"
"1258",2015-10-25,1.25,0,1,"307072.85",2015,"MiamiFtLauderdale"
"1259",2015-10-18,1.24,0,1,"333933.98",2015,"MiamiFtLauderdale"
"1260",2015-10-11,1,0,1,"538384.22",2015,"MiamiFtLauderdale"
