Country,alpha_3,Date,Infected
Georgia,GEO,3/10/2020,15
Germany,DEU,3/10/2020,1457
Ghana,GHA,3/10/2020,0
Greece,GRC,3/10/2020,89
Grenada,GRD,3/10/2020,0
Guatemala,GTM,3/10/2020,0
Guinea,GIN,3/10/2020,0
Guinea-Bissau,GNB,3/10/2020,0
Guyana,GUY,3/10/2020,0
Haiti,HTI,3/10/2020,0
Holy See,VAT,3/10/2020,1
Honduras,HND,3/10/2020,0
Hungary,HUN,3/10/2020,9
Iceland,ISL,3/10/2020,69
India,IND,3/10/2020,56
Indonesia,IDN,3/10/2020,27
Iran,IRN,3/10/2020,8042
Iraq,IRQ,3/10/2020,71
Ireland,IRL,3/10/2020,34
Israel,ISR,3/10/2020,75
Italy,ITA,3/10/2020,10149
Jamaica,JAM,3/10/2020,0
Japan,JPN,3/10/2020,581
Jordan,JOR,3/10/2020,1
Kazakhstan,KAZ,3/10/2020,0
Kenya,KEN,3/10/2020,0
"Korea, South",KOR,3/10/2020,7513
Kosovo,RKS,3/10/2020,0
Kuwait,KWT,3/10/2020,69
Kyrgyzstan,KGZ,3/10/2020,0
Laos,LAO,3/10/2020,0
Latvia,LVA,3/10/2020,8
Lebanon,LBN,3/10/2020,41
Liberia,LBR,3/10/2020,0
Libya,LBY,3/10/2020,0
Liechtenstein,LIE,3/10/2020,1
Lithuania,LTU,3/10/2020,1
Luxembourg,LUX,3/10/2020,5
Madagascar,MDG,3/10/2020,0
Malawi,MWI,3/10/2020,0
Malaysia,MYS,3/10/2020,129
Maldives,MDV,3/10/2020,6
Mali,MLI,3/10/2020,0
Malta,MLT,3/10/2020,5
Mauritania,MRT,3/10/2020,0
Mauritius,MUS,3/10/2020,0
Mexico,MEX,3/10/2020,7
Moldova,MDA,3/10/2020,3
Monaco,MCO,3/10/2020,1
Mongolia,MNG,3/10/2020,1
Montenegro,MNE,3/10/2020,0
Morocco,MAR,3/10/2020,3
Mozambique,MOZ,3/10/2020,0
Namibia,NAM,3/10/2020,0
Nepal,NPL,3/10/2020,1
Netherlands,NLD,3/10/2020,382
New Zealand,NZL,3/10/2020,5
Nicaragua,NIC,3/10/2020,0
Niger,NER,3/10/2020,0
Nigeria,NGA,3/10/2020,2
North Macedonia,MKD,3/10/2020,7
Norway,NOR,3/10/2020,400
Oman,OMN,3/10/2020,18
Pakistan,PAK,3/10/2020,16
Panama,PAN,3/10/2020,1
Papua New Guinea,PNG,3/10/2020,0
Paraguay,PRY,3/10/2020,1
Peru,PER,3/10/2020,11
Philippines,PHL,3/10/2020,33
Poland,POL,3/10/2020,22
Portugal,PRT,3/10/2020,41
Qatar,QAT,3/10/2020,24
Romania,ROU,3/10/2020,25
Russia,RUS,3/10/2020,20
Rwanda,RWA,3/10/2020,0
Saint Kitts and Nevis,KNA,3/10/2020,0
Saint Lucia,LCA,3/10/2020,0
Saint Vincent and the Grenadines,VCT,3/10/2020,0
San Marino,SMR,3/10/2020,51
Sao Tome and Principe,STP,3/10/2020,0
Saudi Arabia,SAU,3/10/2020,20
Senegal,SEN,3/10/2020,4
Serbia,SRB,3/10/2020,5
Seychelles,SYC,3/10/2020,0
Sierra Leone,SLE,3/10/2020,0
Singapore,SGP,3/10/2020,160
Slovakia,SVK,3/10/2020,7
Slovenia,SVN,3/10/2020,31
Somalia,SOM,3/10/2020,0
South Africa,ZAF,3/10/2020,7
South Sudan,SSD,3/10/2020,0
Spain,ESP,3/10/2020,1695
Sri Lanka,LKA,3/10/2020,1
Sudan,SDN,3/10/2020,0
Suriname,SUR,3/10/2020,0
Sweden,SWE,3/10/2020,355
Switzerland,CHE,3/10/2020,491
Syria,SYR,3/10/2020,0
Taiwan*,TWN,3/10/2020,47
Tanzania,TZA,3/10/2020,0
Thailand,THA,3/10/2020,53
Timor-Leste,TLS,3/10/2020,0
Togo,TGO,3/10/2020,1
Trinidad and Tobago,TTO,3/10/2020,0
Tunisia,TUN,3/10/2020,5
Turkey,TUR,3/10/2020,0
US,USA,3/10/2020,959
Uganda,UGA,3/10/2020,0
Ukraine,UKR,3/10/2020,1
United Arab Emirates,ARE,3/10/2020,74
United Kingdom,GBR,3/10/2020,384
Uruguay,URY,3/10/2020,0
Uzbekistan,UZB,3/10/2020,0
Venezuela,VEN,3/10/2020,0
Vietnam,VNM,3/10/2020,31
Western Sahara,ESH,3/10/2020,0
Yemen,YEM,3/10/2020,0
Zambia,ZMB,3/10/2020,0
Zimbabwe,ZWE,3/10/2020,0
Afghanistan,AFG,3/11/2020,7
Albania,ALB,3/11/2020,12
Algeria,DZA,3/11/2020,20
Andorra,AND,3/11/2020,1
Angola,AGO,3/11/2020,0
Antigua and Barbuda,ATG,3/11/2020,0
Argentina,ARG,3/11/2020,19
Armenia,ARM,3/11/2020,1
Australia,AUS,3/11/2020,128
Austria,AUT,3/11/2020,246
Azerbaijan,AZE,3/11/2020,11
Bahamas,BHS,3/11/2020,0
Bahrain,BHR,3/11/2020,195
Bangladesh,BGD,3/11/2020,3
Barbados,BRB,3/11/2020,0
Belarus,BLR,3/11/2020,9
Belgium,BEL,3/11/2020,314
Belize,BLZ,3/11/2020,0
Benin,BEN,3/11/2020,0
Bhutan,BTN,3/11/2020,1
Bolivia,BOL,3/11/2020,2
Bosnia and Herzegovina,BIH,3/11/2020,7
Botswana,BWA,3/11/2020,0
Brazil,BRA,3/11/2020,38
Brunei,BRN,3/11/2020,11
Bulgaria,BGR,3/11/2020,7
Burkina Faso,BFA,3/11/2020,2
Burma,BUM,3/11/2020,0
Burundi,BDI,3/11/2020,0
Cabo Verde,CPV,3/11/2020,0
Cambodia,KHM,3/11/2020,3
Cameroon,CMR,3/11/2020,2
Canada,CAN,3/11/2020,108
Central African Republic,CAF,3/11/2020,0
Chad,TCD,3/11/2020,0
Chile,CHL,3/11/2020,23
China,CHN,3/11/2020,80921
Colombia,COL,3/11/2020,9
Congo (Brazzaville),COG,3/11/2020,0
Congo (Kinshasa),COD,3/11/2020,1
Costa Rica,CRI,3/11/2020,13
Cote d'Ivoire,CIV,3/11/2020,1
Croatia,HRV,3/11/2020,19
Cuba,CUB,3/11/2020,0
Cyprus,CYP,3/11/2020,6
Czechia,CZE,3/11/2020,91
Denmark,DNK,3/11/2020,444
Djibouti,DJI,3/11/2020,0
Dominica,DMA,3/11/2020,0
Dominican Republic,DOM,3/11/2020,5
Ecuador,ECU,3/11/2020,17
Egypt,EGY,3/11/2020,60
El Salvador,SLV,3/11/2020,0
Equatorial Guinea,GNQ,3/11/2020,0
Eritrea,ERI,3/11/2020,0
Estonia,EST,3/11/2020,16
Eswatini,SWZ,3/11/2020,0
Ethiopia,ETH,3/11/2020,0
Fiji,FJI,3/11/2020,0
Finland,FIN,3/11/2020,59
France,FRA,3/11/2020,2293
Gabon,GAB,3/11/2020,0
Gambia,GMB,3/11/2020,0
Georgia,GEO,3/11/2020,24
Germany,DEU,3/11/2020,1908
Ghana,GHA,3/11/2020,0
Greece,GRC,3/11/2020,99
Grenada,GRD,3/11/2020,0
Guatemala,GTM,3/11/2020,0
Guinea,GIN,3/11/2020,0
Guinea-Bissau,GNB,3/11/2020,0
Guyana,GUY,3/11/2020,0
Haiti,HTI,3/11/2020,0
Holy See,VAT,3/11/2020,1
Honduras,HND,3/11/2020,2
Hungary,HUN,3/11/2020,13
Iceland,ISL,3/11/2020,85
India,IND,3/11/2020,62
Indonesia,IDN,3/11/2020,34
Iran,IRN,3/11/2020,9000
Iraq,IRQ,3/11/2020,71
Ireland,IRL,3/11/2020,43
Israel,ISR,3/11/2020,79
Italy,ITA,3/11/2020,12462
Jamaica,JAM,3/11/2020,1
Japan,JPN,3/11/2020,639
Jordan,JOR,3/11/2020,1
Kazakhstan,KAZ,3/11/2020,0
Kenya,KEN,3/11/2020,0
"Korea, South",KOR,3/11/2020,7755
Kosovo,RKS,3/11/2020,0
Kuwait,KWT,3/11/2020,72
Kyrgyzstan,KGZ,3/11/2020,0
Laos,LAO,3/11/2020,0
Latvia,LVA,3/11/2020,10
Lebanon,LBN,3/11/2020,61
Liberia,LBR,3/11/2020,0
Libya,LBY,3/11/2020,0
Liechtenstein,LIE,3/11/2020,1
Lithuania,LTU,3/11/2020,3
Luxembourg,LUX,3/11/2020,7
Madagascar,MDG,3/11/2020,0
Malawi,MWI,3/11/2020,0
Malaysia,MYS,3/11/2020,149
Maldives,MDV,3/11/2020,8
Mali,MLI,3/11/2020,0
Malta,MLT,3/11/2020,6
Mauritania,MRT,3/11/2020,0
Mauritius,MUS,3/11/2020,0
Mexico,MEX,3/11/2020,8
Moldova,MDA,3/11/2020,3
Monaco,MCO,3/11/2020,1
Mongolia,MNG,3/11/2020,1
Montenegro,MNE,3/11/2020,0
Morocco,MAR,3/11/2020,5
Mozambique,MOZ,3/11/2020,0
Namibia,NAM,3/11/2020,0
Nepal,NPL,3/11/2020,1
Netherlands,NLD,3/11/2020,503
New Zealand,NZL,3/11/2020,5
Nicaragua,NIC,3/11/2020,0
Niger,NER,3/11/2020,0
Nigeria,NGA,3/11/2020,2
North Macedonia,MKD,3/11/2020,7
Norway,NOR,3/11/2020,598
Oman,OMN,3/11/2020,18
Pakistan,PAK,3/11/2020,19
Panama,PAN,3/11/2020,8
Papua New Guinea,PNG,3/11/2020,0
Paraguay,PRY,3/11/2020,5
Peru,PER,3/11/2020,11
Philippines,PHL,3/11/2020,49
Poland,POL,3/11/2020,31
Portugal,PRT,3/11/2020,59
Qatar,QAT,3/11/2020,262
Romania,ROU,3/11/2020,45
Russia,RUS,3/11/2020,20
Rwanda,RWA,3/11/2020,0
Saint Kitts and Nevis,KNA,3/11/2020,0
Saint Lucia,LCA,3/11/2020,0
Saint Vincent and the Grenadines,VCT,3/11/2020,0
San Marino,SMR,3/11/2020,62
Sao Tome and Principe,STP,3/11/2020,0
Saudi Arabia,SAU,3/11/2020,21
Senegal,SEN,3/11/2020,4
Serbia,SRB,3/11/2020,12
Seychelles,SYC,3/11/2020,0
Sierra Leone,SLE,3/11/2020,0
Singapore,SGP,3/11/2020,178
Slovakia,SVK,3/11/2020,10
Slovenia,SVN,3/11/2020,57
Somalia,SOM,3/11/2020,0
South Africa,ZAF,3/11/2020,13
South Sudan,SSD,3/11/2020,0
Spain,ESP,3/11/2020,2277
Sri Lanka,LKA,3/11/2020,2
Sudan,SDN,3/11/2020,0
Suriname,SUR,3/11/2020,0
Sweden,SWE,3/11/2020,500
Switzerland,CHE,3/11/2020,652
Syria,SYR,3/11/2020,0
Taiwan*,TWN,3/11/2020,48
Tanzania,TZA,3/11/2020,0
Thailand,THA,3/11/2020,59
Timor-Leste,TLS,3/11/2020,0
Togo,TGO,3/11/2020,1
Trinidad and Tobago,TTO,3/11/2020,0
Tunisia,TUN,3/11/2020,7
Turkey,TUR,3/11/2020,1
US,USA,3/11/2020,1281
Uganda,UGA,3/11/2020,0
Ukraine,UKR,3/11/2020,1
United Arab Emirates,ARE,3/11/2020,74
United Kingdom,GBR,3/11/2020,459
Uruguay,URY,3/11/2020,0
Uzbekistan,UZB,3/11/2020,0
Venezuela,VEN,3/11/2020,0
Vietnam,VNM,3/11/2020,38
Western Sahara,ESH,3/11/2020,0
Yemen,YEM,3/11/2020,0
Zambia,ZMB,3/11/2020,0
Zimbabwe,ZWE,3/11/2020,0
Afghanistan,AFG,3/12/2020,7
Albania,ALB,3/12/2020,23
Algeria,DZA,3/12/2020,24
Andorra,AND,3/12/2020,1
Angola,AGO,3/12/2020,0
Antigua and Barbuda,ATG,3/12/2020,0
Argentina,ARG,3/12/2020,19
Armenia,ARM,3/12/2020,4
Australia,AUS,3/12/2020,128
Austria,AUT,3/12/2020,302
Azerbaijan,AZE,3/12/2020,11
Bahamas,BHS,3/12/2020,0
Bahrain,BHR,3/12/2020,195
Bangladesh,BGD,3/12/2020,3
Barbados,BRB,3/12/2020,0
Belarus,BLR,3/12/2020,12
Belgium,BEL,3/12/2020,314
Belize,BLZ,3/12/2020,0
Benin,BEN,3/12/2020,0
Bhutan,BTN,3/12/2020,1
Bolivia,BOL,3/12/2020,2
Bosnia and Herzegovina,BIH,3/12/2020,11
Botswana,BWA,3/12/2020,0
Brazil,BRA,3/12/2020,52
Brunei,BRN,3/12/2020,11
Bulgaria,BGR,3/12/2020,7
Burkina Faso,BFA,3/12/2020,2
Burma,BUM,3/12/2020,0
Burundi,BDI,3/12/2020,0
Cabo Verde,CPV,3/12/2020,0
Cambodia,KHM,3/12/2020,3
Cameroon,CMR,3/12/2020,2
Canada,CAN,3/12/2020,117
Central African Republic,CAF,3/12/2020,0
Chad,TCD,3/12/2020,0
Chile,CHL,3/12/2020,23
China,CHN,3/12/2020,80932
Colombia,COL,3/12/2020,9
Congo (Brazzaville),COG,3/12/2020,0
Congo (Kinshasa),COD,3/12/2020,1
Costa Rica,CRI,3/12/2020,22
Cote d'Ivoire,CIV,3/12/2020,1
Croatia,HRV,3/12/2020,19
Cuba,CUB,3/12/2020,3
Cyprus,CYP,3/12/2020,6
Czechia,CZE,3/12/2020,94
Denmark,DNK,3/12/2020,617
Djibouti,DJI,3/12/2020,0
Dominica,DMA,3/12/2020,0
Dominican Republic,DOM,3/12/2020,5
Ecuador,ECU,3/12/2020,17
Egypt,EGY,3/12/2020,67
El Salvador,SLV,3/12/2020,0
Equatorial Guinea,GNQ,3/12/2020,0
Eritrea,ERI,3/12/2020,0
Estonia,EST,3/12/2020,16
Eswatini,SWZ,3/12/2020,0
Ethiopia,ETH,3/12/2020,0
Fiji,FJI,3/12/2020,0
Finland,FIN,3/12/2020,59
France,FRA,3/12/2020,2293
Gabon,GAB,3/12/2020,0
Gambia,GMB,3/12/2020,0
Georgia,GEO,3/12/2020,24
Germany,DEU,3/12/2020,2078
Ghana,GHA,3/12/2020,0
Greece,GRC,3/12/2020,99
Grenada,GRD,3/12/2020,0
Guatemala,GTM,3/12/2020,0
Guinea,GIN,3/12/2020,0
Guinea-Bissau,GNB,3/12/2020,0
Guyana,GUY,3/12/2020,1
Haiti,HTI,3/12/2020,0
Holy See,VAT,3/12/2020,1
Honduras,HND,3/12/2020,2
Hungary,HUN,3/12/2020,13
Iceland,ISL,3/12/2020,103
India,IND,3/12/2020,73
Indonesia,IDN,3/12/2020,34
Iran,IRN,3/12/2020,10075
Iraq,IRQ,3/12/2020,71
Ireland,IRL,3/12/2020,43
Israel,ISR,3/12/2020,100
Italy,ITA,3/12/2020,12462
Jamaica,JAM,3/12/2020,2
Japan,JPN,3/12/2020,639
Jordan,JOR,3/12/2020,1
Kazakhstan,KAZ,3/12/2020,0
Kenya,KEN,3/12/2020,0
"Korea, South",KOR,3/12/2020,7869
Kosovo,RKS,3/12/2020,0
Kuwait,KWT,3/12/2020,80
Kyrgyzstan,KGZ,3/12/2020,0
Laos,LAO,3/12/2020,0
Latvia,LVA,3/12/2020,10
Lebanon,LBN,3/12/2020,61
Liberia,LBR,3/12/2020,0
Libya,LBY,3/12/2020,0
Liechtenstein,LIE,3/12/2020,1
Lithuania,LTU,3/12/2020,3
Luxembourg,LUX,3/12/2020,19
Madagascar,MDG,3/12/2020,0
Malawi,MWI,3/12/2020,0
Malaysia,MYS,3/12/2020,149
Maldives,MDV,3/12/2020,8
Mali,MLI,3/12/2020,0
Malta,MLT,3/12/2020,6
Mauritania,MRT,3/12/2020,0
Mauritius,MUS,3/12/2020,0
Mexico,MEX,3/12/2020,12
Moldova,MDA,3/12/2020,3
Monaco,MCO,3/12/2020,2
Mongolia,MNG,3/12/2020,1
Montenegro,MNE,3/12/2020,0
Morocco,MAR,3/12/2020,6
Mozambique,MOZ,3/12/2020,0
Namibia,NAM,3/12/2020,0
Nepal,NPL,3/12/2020,1
Netherlands,NLD,3/12/2020,503
New Zealand,NZL,3/12/2020,5
Nicaragua,NIC,3/12/2020,0
Niger,NER,3/12/2020,0
Nigeria,NGA,3/12/2020,2
North Macedonia,MKD,3/12/2020,7
Norway,NOR,3/12/2020,702
Oman,OMN,3/12/2020,18
Pakistan,PAK,3/12/2020,20
Panama,PAN,3/12/2020,11
Papua New Guinea,PNG,3/12/2020,0
Paraguay,PRY,3/12/2020,5
Peru,PER,3/12/2020,15
Philippines,PHL,3/12/2020,52
Poland,POL,3/12/2020,49
Portugal,PRT,3/12/2020,59
Qatar,QAT,3/12/2020,262
Romania,ROU,3/12/2020,49
Russia,RUS,3/12/2020,28
Rwanda,RWA,3/12/2020,0
Saint Kitts and Nevis,KNA,3/12/2020,0
Saint Lucia,LCA,3/12/2020,0
Saint Vincent and the Grenadines,VCT,3/12/2020,0
San Marino,SMR,3/12/2020,69
Sao Tome and Principe,STP,3/12/2020,0
Saudi Arabia,SAU,3/12/2020,45
Senegal,SEN,3/12/2020,4
Serbia,SRB,3/12/2020,19
Seychelles,SYC,3/12/2020,0
Sierra Leone,SLE,3/12/2020,0
Singapore,SGP,3/12/2020,178
Slovakia,SVK,3/12/2020,16
Slovenia,SVN,3/12/2020,89
Somalia,SOM,3/12/2020,0
South Africa,ZAF,3/12/2020,17
South Sudan,SSD,3/12/2020,0
Spain,ESP,3/12/2020,2277
Sri Lanka,LKA,3/12/2020,2
Sudan,SDN,3/12/2020,0
Suriname,SUR,3/12/2020,0
Sweden,SWE,3/12/2020,599
Switzerland,CHE,3/12/2020,652
Syria,SYR,3/12/2020,0
Taiwan*,TWN,3/12/2020,49
Tanzania,TZA,3/12/2020,0
Thailand,THA,3/12/2020,70
Timor-Leste,TLS,3/12/2020,0
Togo,TGO,3/12/2020,1
Trinidad and Tobago,TTO,3/12/2020,0
Tunisia,TUN,3/12/2020,7
Turkey,TUR,3/12/2020,1
US,USA,3/12/2020,1663
Uganda,UGA,3/12/2020,0
Ukraine,UKR,3/12/2020,1
United Arab Emirates,ARE,3/12/2020,85
United Kingdom,GBR,3/12/2020,459
Uruguay,URY,3/12/2020,0
Uzbekistan,UZB,3/12/2020,0
Venezuela,VEN,3/12/2020,0
Vietnam,VNM,3/12/2020,39
Western Sahara,ESH,3/12/2020,0
Yemen,YEM,3/12/2020,0
Zambia,ZMB,3/12/2020,0
Zimbabwe,ZWE,3/12/2020,0
Afghanistan,AFG,3/13/2020,7
Albania,ALB,3/13/2020,33
Algeria,DZA,3/13/2020,26
Andorra,AND,3/13/2020,1
Angola,AGO,3/13/2020,0
Antigua and Barbuda,ATG,3/13/2020,1
Argentina,ARG,3/13/2020,31
Armenia,ARM,3/13/2020,8
Australia,AUS,3/13/2020,200
Austria,AUT,3/13/2020,504
Azerbaijan,AZE,3/13/2020,15
Bahamas,BHS,3/13/2020,0
Bahrain,BHR,3/13/2020,195
Bangladesh,BGD,3/13/2020,3
Barbados,BRB,3/13/2020,0
Belarus,BLR,3/13/2020,27
Belgium,BEL,3/13/2020,559
Belize,BLZ,3/13/2020,0
Benin,BEN,3/13/2020,0
Bhutan,BTN,3/13/2020,1
Bolivia,BOL,3/13/2020,3
Bosnia and Herzegovina,BIH,3/13/2020,13
Botswana,BWA,3/13/2020,0
Brazil,BRA,3/13/2020,151
Brunei,BRN,3/13/2020,37
Bulgaria,BGR,3/13/2020,23
Burkina Faso,BFA,3/13/2020,2
Burma,BUM,3/13/2020,0
Burundi,BDI,3/13/2020,0
Cabo Verde,CPV,3/13/2020,0
Cambodia,KHM,3/13/2020,5
Cameroon,CMR,3/13/2020,2
Canada,CAN,3/13/2020,193
Central African Republic,CAF,3/13/2020,0
Chad,TCD,3/13/2020,0
Chile,CHL,3/13/2020,43
China,CHN,3/13/2020,80945
Colombia,COL,3/13/2020,13
Congo (Brazzaville),COG,3/13/2020,0
Congo (Kinshasa),COD,3/13/2020,2
Costa Rica,CRI,3/13/2020,23
Cote d'Ivoire,CIV,3/13/2020,1
Croatia,HRV,3/13/2020,32
Cuba,CUB,3/13/2020,4
Cyprus,CYP,3/13/2020,14
Czechia,CZE,3/13/2020,141
Denmark,DNK,3/13/2020,804
Djibouti,DJI,3/13/2020,0
Dominica,DMA,3/13/2020,0
Dominican Republic,DOM,3/13/2020,5
Ecuador,ECU,3/13/2020,17
Egypt,EGY,3/13/2020,80
El Salvador,SLV,3/13/2020,0
Equatorial Guinea,GNQ,3/13/2020,0
Eritrea,ERI,3/13/2020,0
Estonia,EST,3/13/2020,79
Eswatini,SWZ,3/13/2020,0
Ethiopia,ETH,3/13/2020,1
Fiji,FJI,3/13/2020,0
Finland,FIN,3/13/2020,155
France,FRA,3/13/2020,3681
Gabon,GAB,3/13/2020,0
Gambia,GMB,3/13/2020,0
Georgia,GEO,3/13/2020,25
Germany,DEU,3/13/2020,3675
Ghana,GHA,3/13/2020,0
Greece,GRC,3/13/2020,190
Grenada,GRD,3/13/2020,0
Guatemala,GTM,3/13/2020,0
Guinea,GIN,3/13/2020,1
Guinea-Bissau,GNB,3/13/2020,0
Guyana,GUY,3/13/2020,1
Haiti,HTI,3/13/2020,0
Holy See,VAT,3/13/2020,1
Honduras,HND,3/13/2020,2
Hungary,HUN,3/13/2020,19
Iceland,ISL,3/13/2020,134
India,IND,3/13/2020,82
Indonesia,IDN,3/13/2020,69
Iran,IRN,3/13/2020,11364
Iraq,IRQ,3/13/2020,101
Ireland,IRL,3/13/2020,90
Israel,ISR,3/13/2020,126
Italy,ITA,3/13/2020,17660
Jamaica,JAM,3/13/2020,8
Japan,JPN,3/13/2020,701
Jordan,JOR,3/13/2020,1
Kazakhstan,KAZ,3/13/2020,4
Kenya,KEN,3/13/2020,1
"Korea, South",KOR,3/13/2020,7979
Kosovo,RKS,3/13/2020,0
Kuwait,KWT,3/13/2020,80
Kyrgyzstan,KGZ,3/13/2020,0
Laos,LAO,3/13/2020,0
Latvia,LVA,3/13/2020,17
Lebanon,LBN,3/13/2020,77
Liberia,LBR,3/13/2020,0
Libya,LBY,3/13/2020,0
Liechtenstein,LIE,3/13/2020,1
Lithuania,LTU,3/13/2020,6
Luxembourg,LUX,3/13/2020,34
Madagascar,MDG,3/13/2020,0
Malawi,MWI,3/13/2020,0
Malaysia,MYS,3/13/2020,197
Maldives,MDV,3/13/2020,9
Mali,MLI,3/13/2020,0
Malta,MLT,3/13/2020,12
Mauritania,MRT,3/13/2020,0
Mauritius,MUS,3/13/2020,0
Mexico,MEX,3/13/2020,12
Moldova,MDA,3/13/2020,6
Monaco,MCO,3/13/2020,2
Mongolia,MNG,3/13/2020,1
Montenegro,MNE,3/13/2020,0
Morocco,MAR,3/13/2020,7
Mozambique,MOZ,3/13/2020,0
Namibia,NAM,3/13/2020,0
Nepal,NPL,3/13/2020,1
Netherlands,NLD,3/13/2020,806
New Zealand,NZL,3/13/2020,5
Nicaragua,NIC,3/13/2020,0
Niger,NER,3/13/2020,0
Nigeria,NGA,3/13/2020,2
North Macedonia,MKD,3/13/2020,14
Norway,NOR,3/13/2020,996
Oman,OMN,3/13/2020,19
Pakistan,PAK,3/13/2020,28
Panama,PAN,3/13/2020,27
Papua New Guinea,PNG,3/13/2020,0
Paraguay,PRY,3/13/2020,6
Peru,PER,3/13/2020,28
Philippines,PHL,3/13/2020,64
Poland,POL,3/13/2020,68
Portugal,PRT,3/13/2020,112
Qatar,QAT,3/13/2020,320
Romania,ROU,3/13/2020,89
Russia,RUS,3/13/2020,45
Rwanda,RWA,3/13/2020,0
Saint Kitts and Nevis,KNA,3/13/2020,0
Saint Lucia,LCA,3/13/2020,0
Saint Vincent and the Grenadines,VCT,3/13/2020,0
San Marino,SMR,3/13/2020,80
Sao Tome and Principe,STP,3/13/2020,0
Saudi Arabia,SAU,3/13/2020,86
Senegal,SEN,3/13/2020,10
Serbia,SRB,3/13/2020,35
Seychelles,SYC,3/13/2020,0
Sierra Leone,SLE,3/13/2020,0
Singapore,SGP,3/13/2020,200
Slovakia,SVK,3/13/2020,32
Slovenia,SVN,3/13/2020,141
Somalia,SOM,3/13/2020,0
South Africa,ZAF,3/13/2020,24
South Sudan,SSD,3/13/2020,0
Spain,ESP,3/13/2020,5232
Sri Lanka,LKA,3/13/2020,6
Sudan,SDN,3/13/2020,1
Suriname,SUR,3/13/2020,0
Sweden,SWE,3/13/2020,814
Switzerland,CHE,3/13/2020,1139
Syria,SYR,3/13/2020,0
Taiwan*,TWN,3/13/2020,50
Tanzania,TZA,3/13/2020,0
Thailand,THA,3/13/2020,75
Timor-Leste,TLS,3/13/2020,0
Togo,TGO,3/13/2020,1
Trinidad and Tobago,TTO,3/13/2020,0
Tunisia,TUN,3/13/2020,16
Turkey,TUR,3/13/2020,5
US,USA,3/13/2020,2179
Uganda,UGA,3/13/2020,0
Ukraine,UKR,3/13/2020,3
United Arab Emirates,ARE,3/13/2020,85
United Kingdom,GBR,3/13/2020,802
Uruguay,URY,3/13/2020,0
Uzbekistan,UZB,3/13/2020,0
Venezuela,VEN,3/13/2020,0
Vietnam,VNM,3/13/2020,47
Western Sahara,ESH,3/13/2020,0
Yemen,YEM,3/13/2020,0
Zambia,ZMB,3/13/2020,0
Zimbabwe,ZWE,3/13/2020,0
Afghanistan,AFG,3/14/2020,11
Albania,ALB,3/14/2020,38
Algeria,DZA,3/14/2020,37
Andorra,AND,3/14/2020,1
Angola,AGO,3/14/2020,0
Antigua and Barbuda,ATG,3/14/2020,1
Argentina,ARG,3/14/2020,34
Armenia,ARM,3/14/2020,18
Australia,AUS,3/14/2020,250
Austria,AUT,3/14/2020,655
Azerbaijan,AZE,3/14/2020,15
Bahamas,BHS,3/14/2020,0
Bahrain,BHR,3/14/2020,210
Bangladesh,BGD,3/14/2020,3
Barbados,BRB,3/14/2020,0
Belarus,BLR,3/14/2020,27
Belgium,BEL,3/14/2020,689
Belize,BLZ,3/14/2020,0
Benin,BEN,3/14/2020,0
Bhutan,BTN,3/14/2020,1
Bolivia,BOL,3/14/2020,10
Bosnia and Herzegovina,BIH,3/14/2020,18
Botswana,BWA,3/14/2020,0
Brazil,BRA,3/14/2020,151
Brunei,BRN,3/14/2020,40
Bulgaria,BGR,3/14/2020,41
Burkina Faso,BFA,3/14/2020,2
Burma,BUM,3/14/2020,0
Burundi,BDI,3/14/2020,0
Cabo Verde,CPV,3/14/2020,0
Cambodia,KHM,3/14/2020,7
Cameroon,CMR,3/14/2020,2
Canada,CAN,3/14/2020,198
Central African Republic,CAF,3/14/2020,0
Chad,TCD,3/14/2020,0
Chile,CHL,3/14/2020,61
China,CHN,3/14/2020,80977
Colombia,COL,3/14/2020,22
Congo (Brazzaville),COG,3/14/2020,0
Congo (Kinshasa),COD,3/14/2020,2
Costa Rica,CRI,3/14/2020,26
Cote d'Ivoire,CIV,3/14/2020,1
Croatia,HRV,3/14/2020,38
Cuba,CUB,3/14/2020,4
Cyprus,CYP,3/14/2020,26
Czechia,CZE,3/14/2020,189
Denmark,DNK,3/14/2020,836
Djibouti,DJI,3/14/2020,0
Dominica,DMA,3/14/2020,0
Dominican Republic,DOM,3/14/2020,11
Ecuador,ECU,3/14/2020,28
Egypt,EGY,3/14/2020,109
El Salvador,SLV,3/14/2020,0
Equatorial Guinea,GNQ,3/14/2020,0
Eritrea,ERI,3/14/2020,0
Estonia,EST,3/14/2020,115
Eswatini,SWZ,3/14/2020,1
Ethiopia,ETH,3/14/2020,1
Fiji,FJI,3/14/2020,0
Finland,FIN,3/14/2020,225
France,FRA,3/14/2020,4496
Gabon,GAB,3/14/2020,1
Gambia,GMB,3/14/2020,0
Georgia,GEO,3/14/2020,30
Germany,DEU,3/14/2020,4585
Ghana,GHA,3/14/2020,3
Greece,GRC,3/14/2020,228
Grenada,GRD,3/14/2020,0
Guatemala,GTM,3/14/2020,1
Guinea,GIN,3/14/2020,1
Guinea-Bissau,GNB,3/14/2020,0
Guyana,GUY,3/14/2020,1
Haiti,HTI,3/14/2020,0
Holy See,VAT,3/14/2020,1
Honduras,HND,3/14/2020,2
Hungary,HUN,3/14/2020,30
Iceland,ISL,3/14/2020,156
